 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1 12  4    8   22.720    0.016  72.571   0.199   0.082 1.481   8.851 354.258   0.000  0.000    0.000   40.458   40.458    0.000  0.088  0.199  0.515  3.593  0.076    0.004
  2 12  4    8   22.720    0.029  72.571   0.351   0.082 1.384   8.851 335.820   0.000  0.000    0.000   39.641   39.641    0.000  0.086  0.229  0.545  3.522  0.076    0.006
  3 12  4    8   22.720    0.023  72.571   0.284   0.082 1.174   7.848 499.633   0.000  0.000    0.000   95.969   95.969    0.000  0.463  0.153  0.450  3.171  0.290    0.013
  4 12  4    8   22.720    0.076  61.300   0.927   0.082 1.018   8.851 324.828   0.000  0.000    0.000   39.888   39.888    0.000  0.087  0.339  0.538  3.522  0.092    0.242
  5 12  4    8   22.720    0.081  61.300   0.998   0.082 1.012   8.851 338.487   0.000  0.000    0.000   40.108   40.108    0.000  0.087  0.305  0.518  3.573  0.097    1.655
  6 12  4    8   22.720    0.083  61.300   1.022   0.082 0.943   7.189 531.262   0.000  0.000    0.000   40.100   40.100    0.000  0.087  0.167  0.150  3.959  0.098    1.725
  1 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   5.325 350.137   0.000  0.000    0.000   40.391   40.391    0.000  0.088  0.153  0.450  3.556  0.076    0.000
  2 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   5.020 330.280   0.000  0.000    0.000   39.575   39.575    0.000  0.086  0.153  0.450  3.483  0.076    0.000
  3 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   7.840 502.840   0.000  0.000    0.000   95.759   95.759    0.000  0.463  0.153  0.450  3.171  0.290    0.000
  4 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   5.025 322.854   0.000  0.000    0.000   39.822   39.822    0.000  0.086  0.153  0.450  3.484  0.092    0.000
  5 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   5.248 333.118   0.000  0.000    0.000   40.042   40.042    0.000  0.087  0.153  0.450  3.535  0.097    0.000
  6 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   4.523 528.736   0.000  0.000    0.000   40.033   40.033    0.000  0.086  0.149  0.150  3.933  0.098    0.000
  1 16  4    8   18.660   16.454   0.000   2.351   7.000 1.001   0.001 357.149   0.000  0.000    0.000   40.354   40.354    0.000  0.088  0.153  0.450  3.556  0.076    0.000
  2 16  4    8   18.660   16.653   0.000   2.379   7.000 1.002   0.001 336.298   0.000  0.000    0.000   39.538   39.538    0.000  0.086  0.153  0.450  3.483  0.076   12.913
  3 16  4    8   18.660    7.540   0.000   6.441   7.000 1.002   8.851 525.563   0.000  0.000    0.000   95.676   95.676    0.000  0.462  0.153  0.450  3.171  0.290   12.913
  4 16  4    8   18.660    8.231   0.000   5.266   7.000 1.002   0.001 330.263   0.000  0.000    0.000   39.785   39.785    0.000  0.086  0.153  0.450  3.484  0.092   67.042
  5 16  4    8   18.660    9.798   0.000   3.997   7.000 1.011   0.001 338.760   0.000  0.000    0.000   40.005   40.005    0.000  0.087  0.153  0.450  3.535  0.097  229.838
  6 16  4    8   18.660   10.085   0.000   3.859   7.000 0.942   0.001 536.440   0.000  0.000    0.000   39.995   39.995    0.000  0.086  0.149  0.150  3.932  0.098  240.625
  1 21  4    8   42.000   12.814  41.563  10.652   1.203 1.030   5.581 378.969   0.000  0.000    0.000   39.790   39.790    0.000  0.086  0.188  0.487  3.531  0.101   24.749
  2 21  4    8   42.000   13.098  41.563  10.888   1.203 0.983   5.354 355.523   0.000  0.000    0.000   38.981   38.981    0.000  0.084  0.228  0.515  3.458  0.108   53.568
  3 21  4    8   42.000   17.802  41.563  14.798   1.203 0.998  11.594 536.538   0.000  0.000    0.000   95.018   95.018    0.000  0.457  0.153  0.604  2.953  0.290  268.375
  4 21  4    8   42.000   15.698  41.563  13.049   1.203 0.999   5.362 381.948   0.000  0.000    0.000   39.226   39.226    0.000  0.085  0.387  0.509  3.459  0.137  368.735
  5 21  4    8   42.000   13.003  41.563  10.810   1.203 1.020   5.521 373.340   0.000  0.000    0.000   39.444   39.444    0.000  0.085  0.304  0.490  3.511  0.136  591.260
  6 21  4    8   42.000   13.070  41.563  10.865   1.203 0.948   4.820 560.294   0.000  0.000    0.000   39.433   39.433    0.000  0.085  0.163  0.150  3.914  0.138  603.999
  1 23  4    8    6.300    0.000   0.000   0.000   0.000 0.000   3.717 379.574   0.000  0.000    0.000   39.616   39.616    0.000  0.086  0.212  0.482  3.496  0.101    0.000
  2 23  4    8    6.300    0.000   0.000   0.000   0.000 0.000   3.395 356.119   0.000  0.000    0.000   38.810   38.810    0.000  0.084  0.228  0.509  3.423  0.108    0.000
  3 23  4    8    6.300    0.000   0.000   0.000   0.000 0.000   7.801 537.793   0.000  0.000    0.000   94.800   94.800    0.000  0.455  0.153  0.616  2.935  0.290    0.000
  4 23  4    8    6.300    0.040   0.000   0.391   1.530 1.002   3.400 381.948   0.000  0.000    0.000   39.054   39.054    0.000  0.084  0.416  0.720  3.290  0.137    0.000
  5 23  4    8    6.300    0.000   0.000   0.000   1.530 0.005   3.630 374.147   0.000  0.000    0.000   39.272   39.272    0.000  0.085  0.304  0.485  3.477  0.136    0.000
  6 23  4    8    6.300    0.000   0.000   0.000   0.000 0.000   2.973 563.090   0.000  0.000    0.000   39.261   39.261    0.000  0.084  0.162  0.150  3.889  0.138    0.000
  1 24  4    8    3.900    0.000   0.000   0.000   0.000 0.000   3.682 383.006   0.000  0.000    0.000   39.550   39.550    0.000  0.085  0.216  0.501  3.479  0.101    0.000
  2 24  4    8    3.900    0.000   0.000   0.000   0.000 0.000   3.354 359.550   0.000  0.000    0.000   38.745   38.745    0.000  0.083  0.228  0.506  3.419  0.108    0.000
  3 24  4    8    3.900    0.924   0.000   0.830   2.727 1.002   5.529 538.850   0.000  0.000    0.000   94.701   94.701    0.000  0.454  0.153  0.680  2.791  0.290    0.000
  4 24  4    8    3.900    1.086   0.000   6.832   2.727 1.002   3.360 381.948   0.000  0.000    0.000   38.988   38.988    0.000  0.084  0.424  0.853  3.149  0.137    0.000
  5 24  4    8    3.900    0.065   0.000   0.365   2.727 1.034   3.593 382.767   0.000  0.000    0.000   39.206   39.206    0.000  0.085  0.303  0.482  3.472  0.136    0.000
  6 24  4    8    3.900    0.000   0.000   0.000   2.727 0.005   2.927 568.852   0.000  0.000    0.000   39.195   39.195    0.000  0.084  0.162  0.150  3.885  0.138    0.000
  1 27  4    8   20.200    0.948  27.667   1.111   0.854 1.277   3.662 396.662   0.000  0.000    0.000   39.333   39.333    0.000  0.085  0.203  0.472  3.487  0.101    0.120
  2 27  4    8   20.200    1.223  27.667   1.432   0.854 1.194   3.330 371.701   0.000  0.000    0.000   38.531   38.531    0.000  0.083  0.228  0.498  3.414  0.108    0.156
  3 27  4    8   20.200    6.565  28.495   7.691   0.854 1.002   7.785 539.993   0.000  0.000    0.000   94.409   94.409    0.000  0.452  0.153  0.603  2.954  0.290   48.769
  4 27  4    8   20.200    6.674  27.667   7.819   0.854 1.003   3.336 388.266   0.000  0.000    0.000   38.773   38.773    0.000  0.084  0.410  0.621  3.340  0.137  109.632
  5 27  4    8   20.200    5.915  27.667   6.930   0.854 1.018   3.572 395.380   0.000  0.000    0.000   38.990   38.990    0.000  0.084  0.303  0.474  3.467  0.136  224.000
  6 27  4    8   20.200    4.036  27.667   4.729   0.854 0.947   2.903 627.036   0.000  0.000    0.000   38.979   38.979    0.000  0.083  0.161  0.150  3.881  0.138  229.601
  1 28  4    8   12.300    2.299   0.000   0.096  24.000 1.001   3.599 405.678   0.000  0.000    0.000   39.273   39.273    0.000  0.085  0.221  0.740  3.271  0.101    0.000
  2 28  4    8   12.300    1.986   0.000   2.186  24.000 0.928   3.259 382.597   0.000  0.000    0.000   38.471   38.471    0.000  0.083  0.228  0.495  3.401  0.108    0.000
  3 28  4    8   12.300    5.755   0.000   5.997  24.000 0.928   5.529 539.993   0.000  0.000    0.000   94.316   94.316    0.000  0.452  0.153  0.685  2.775  0.290    0.000
  4 28  4    8   12.300    6.124   0.000   4.061  24.000 0.928   3.264 388.266   0.000  0.000    0.000   38.713   38.713    0.000  0.083  0.424  0.838  3.127  0.137    0.000
  5 28  4    8   12.300    6.981   0.000   4.226  24.000 0.955   3.506 395.380   0.000  0.000    0.000   38.930   38.930    0.000  0.084  0.303  0.471  3.454  0.136    0.000
  6 28  4    8   12.300    6.293   0.000   2.570  24.000 0.880   2.812 649.620   0.000  0.000    0.000   38.918   38.918    0.000  0.083  0.160  0.150  3.871  0.138    0.000
  1 29  4    8   17.310   12.097  31.236  12.082   1.001 1.011   3.579 409.808   0.000  0.000    0.000   39.219   39.219    0.000  0.085  0.222  0.820  3.149  0.105   47.224
  2 29  4    8   17.310   11.503  31.241  11.489   1.001 0.960   3.236 390.233   0.000  0.000    0.000   38.418   38.418    0.000  0.082  0.228  0.492  3.393  0.110   71.287
  3 29  4    8   17.310   13.387  30.081  13.371   1.001 0.990   5.529 539.993   0.000  0.000    0.000   94.229   94.229    0.000  0.451  0.153  0.685  2.775  0.290  261.253
  4 29  4    8   17.310   13.573  31.281  13.557   1.001 0.995   3.241 388.266   0.000  0.000    0.000   38.660   38.660    0.000  0.083  0.424  0.834  3.118  0.138  397.457
  5 29  4    8   17.310   14.015  31.267  13.998   1.001 1.018   3.485 395.380   0.000  0.000    0.000   38.876   38.876    0.000  0.084  0.303  0.469  3.446  0.148  607.557
  6 29  4    8   17.310   13.479  31.281  13.463   1.001 0.946   2.779 665.072   0.000  0.000    0.000   38.865   38.865    0.000  0.083  0.160  0.150  3.865  0.147  620.520
  1  1  5    8    4.040    0.111  33.750   0.235   0.473 1.236   8.851 412.410   0.000  0.000    0.000   17.357   17.357    0.000  0.029  2.081  6.808  3.167  0.032    0.184
  2  1  5    8    4.040    0.610  38.117   1.290   0.473 1.010   5.529 390.233   0.000  0.000    0.000   16.975   16.975    0.000  0.029  1.721  6.125  3.213  0.057    8.180
  3  1  5    8    4.040    1.471  33.750   3.110   0.473 1.008   5.529 539.993   0.000  0.000    0.000   94.062   94.062    0.000  0.450  0.153  0.680  2.790  0.290   10.991
  4  1  5    8    4.040    1.551  33.750   3.279   0.473 1.003   5.529 388.266   0.000  0.000    0.000   17.069   17.069    0.000  0.029  3.086  7.128  3.166  0.090  221.383
  5  1  5    8    4.040    1.752  33.750   3.705   0.473 1.017   5.529 395.380   0.000  0.000    0.000   17.196   17.196    0.000  0.029  2.399  5.829  3.213  0.099  495.985
  6  1  5    8    4.040    0.844  33.750   1.785   0.473 1.302   7.189 688.684   0.000  0.000    0.000   17.242   17.242    0.000  0.029  2.157  1.703  3.779  0.080  298.279
  1  8  5    8   13.600    1.196   0.000   0.130   9.228 1.001   7.908 413.725   0.000  0.000    0.000    8.549    8.549    0.000  0.014  2.328  5.920  3.435  0.027    0.000
  2  8  5    8   13.600    1.483   0.000   6.019   9.228 0.928   7.846 390.233   0.000  0.000    0.000    8.357    8.357    0.000  0.013  2.141  6.246  3.434  0.030    0.000
  3  8  5    8   13.600    2.556   0.000   5.076   9.228 0.928   7.733 539.993   0.000  0.000    0.000   93.118   93.118    0.000  0.441  0.153  0.453  3.109  0.290    0.000
  4  8  5    8   13.600    2.563   0.000  10.502   9.228 1.002   7.847 388.266   0.000  0.000    0.000    8.403    8.403    0.000  0.014  3.572  6.175  3.434  0.043  351.812
  5  8  5    8   13.600    2.585   0.000   7.950   9.228 1.016   7.892 395.380   0.000  0.000    0.000    8.468    8.468    0.000  0.014  2.996  5.952  3.435  0.045  772.270
  6  8  5    8   13.600    0.899   0.000   3.620   9.228 1.537   6.481 727.342   0.000  0.000    0.000    8.494    8.494    0.000  0.014  2.696  1.746  4.060  0.033  275.143
  1 11  5    8   21.600   18.230  71.111  30.705   0.594 1.038   8.749 413.725   0.000  0.000    0.000    6.929    6.929    0.000  0.011  2.698  8.062  3.250  0.140  801.381
  2 11  5    8   21.600   18.292  71.111  30.808   0.594 0.978   8.742 390.233   0.000  0.000    0.000    6.771    6.771    0.000  0.011  2.202  6.217  3.355  0.148 1163.741
  3 11  5    8   21.600   18.542  71.111  31.229   0.594 1.357   7.715 539.993   0.000  0.000    0.000   92.672   92.672    0.000  0.436  0.153  0.664  2.838  0.290  785.983
  4 11  5    8   21.600   18.519  71.111  31.191   0.594 1.104   8.743 388.266   0.000  0.000    0.000    6.807    6.807    0.000  0.011  3.983  7.704  3.284  0.178 2797.205
  5 11  5    8   21.600   18.489  71.111  31.140   0.594 1.078   8.748 395.380   0.000  0.000    0.000    6.863    6.863    0.000  0.011  3.081  5.930  3.359  0.188 5504.398
  6 11  5    8   21.600   17.198  71.111  28.966   0.594 0.994   7.113 755.783   0.000  0.000    0.000    6.889    6.889    0.000  0.011  2.770  1.743  3.979  0.186 5576.904
  1 12  5    8   19.100   18.544  46.770  41.688   0.445 1.021   5.711 413.725   0.000  0.000    0.000    6.896    6.896    0.000  0.011  2.585  9.368  3.106  0.153  851.483
  2 12  5    8   19.100   18.555  46.785  41.714   0.445 0.964   5.479 390.233   0.000  0.000    0.000    6.739    6.739    0.000  0.010  2.170  6.127  3.309  0.162 1183.503
  3 12  5    8   19.100   18.540  37.273  41.679   0.445 1.299   5.529 539.993   0.000  0.000    0.000   92.519   92.519    0.000  0.435  0.153  0.685  2.775  0.290  828.544
  4 12  5    8   19.100   18.535  26.488  41.669   0.445 1.085   5.484 388.266   0.000  0.000    0.000    6.774    6.774    0.000  0.011  4.002  9.084  3.153  0.194 3000.193
  5 12  5    8   19.100   18.546  26.488  41.692   0.445 1.071   5.529 395.380   0.000  0.000    0.000    6.830    6.830    0.000  0.011  3.036  5.844  3.316  0.205 5455.292
  6 12  5    8   19.100   18.124  26.488  40.743   0.445 0.988   4.793 764.411   0.000  0.000    0.000    6.856    6.856    0.000  0.011  2.725  1.719  3.943  0.206 5536.406
  1 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   4.226 405.628   0.000  0.000    0.000    6.837    6.837    0.000  0.011  2.337  6.983  3.233  0.153    0.000
  2 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   3.892 382.424   0.000  0.000    0.000    6.681    6.681    0.000  0.010  2.075  5.833  3.295  0.162    0.000
  3 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   7.698 533.455   0.000  0.000    0.000   92.242   92.242    0.000  0.432  0.153  0.597  2.962  0.290    0.000
  4 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   3.897 380.217   0.000  0.000    0.000    6.717    6.717    0.000  0.010  3.695  6.226  3.275  0.194    0.000
  5 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   4.138 387.332   0.000  0.000    0.000    6.772    6.772    0.000  0.010  2.902  5.566  3.304  0.205    0.000
  6 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   3.510 746.264   0.000  0.000    0.000    6.798    6.798    0.000  0.010  2.589  1.639  3.924  0.206    0.000
  1 19  5    8   12.360    0.141  48.446   2.007   0.070 1.355   4.217 409.496   0.000  0.000    0.000    6.710    6.710    0.000  0.010  1.868  5.225  3.323  0.153    0.263
  2 19  5    8   12.360    0.179  48.446   2.547   0.070 1.024   3.881 386.127   0.000  0.000    0.000    6.557    6.557    0.000  0.010  1.960  5.498  3.306  0.162    3.939
  3 19  5    8   12.360    0.022  66.333   0.320   0.070 1.480   7.677 537.307   0.000  0.000    0.015   91.710   91.710    0.000  0.427  0.153  0.450  3.171  0.290    1.343
  4 19  5    8   12.360    0.115  48.446   1.632   0.070 1.065   3.885 383.012   0.000  0.000    0.000    6.592    6.592    0.000  0.010  2.918  5.439  3.308  0.194   10.442
  5 19  5    8   12.360    0.114  48.446   1.618   0.070 1.031   4.129 391.330   0.000  0.000    0.000    6.646    6.646    0.000  0.010  2.740  5.252  3.319  0.205   37.177
  6 19  5    8   12.360    0.114  48.446   1.617   0.070 0.958   3.510 744.025   0.000  0.000    0.000    6.672    6.672    0.000  0.010  2.426  1.550  3.924  0.206   37.607
  1 31  5    8   19.480    1.230  68.889   7.783   0.158 1.021   3.743 407.490   0.062  0.072    3.308    6.099    6.099    0.009  0.009  1.439  4.511  3.346  0.153   39.536
  2 31  5    8   19.480    1.550  68.889   9.805   0.158 0.977   3.366 382.735   0.062  0.072    3.308    5.959    5.959    0.009  0.009  1.636  4.725  3.317  0.162   78.739
  3 31  5    8   19.480    0.270  77.167   1.711   0.158 1.996   7.883 525.589   6.801  0.487   84.962   89.367   89.367    0.135  0.400  0.153  0.450  3.171  0.290    5.591
  4 31  5    8   19.480    0.521  68.889   3.295   0.158 1.095   3.369 379.678   0.062  0.072    3.308    5.991    5.991    0.009  0.009  2.437  4.679  3.319  0.194   60.239
  5 31  5    8   19.480    0.565  68.889   3.573   0.158 1.050   3.642 389.936   0.062  0.072    3.308    6.040    6.040    0.009  0.009  2.283  4.533  3.339  0.205  181.239
  6 31  5    8   19.480    0.576  68.889   3.643   0.158 0.973   3.089 722.093   0.039  0.047    2.147    6.063    6.063    0.006  0.009  1.986  1.356  3.924  0.206  185.036
  1  1  6    8   22.300   15.125  76.667  36.284   0.417 1.020   3.407 413.707   0.064  0.074    3.415    6.047    6.047    0.010  0.009  1.377  4.452  3.328  0.153  515.030
  2  1  6    8   22.300   14.919  76.667  35.789   0.417 0.968   2.999 390.215   0.064  0.074    3.415    5.909    5.909    0.010  0.009  1.604  4.660  3.299  0.162  806.474
  3  1  6    8   22.300   11.769  76.667  28.232   0.417 1.534   7.915 539.680   0.580  0.152   19.378   89.133   89.133    0.015  0.398  0.153  0.450  3.171  0.290  342.161
  4  1  6    8   22.300   11.831  76.667  28.382   0.417 1.148   3.001 388.248   0.064  0.074    3.415    5.940    5.940    0.010  0.009  2.388  4.615  3.301  0.194 1261.581
  5  1  6    8   22.300   12.507  76.667  30.004   0.417 1.083   3.296 395.362   0.064  0.074    3.415    5.989    5.989    0.010  0.009  2.237  4.472  3.322  0.205 3106.778
  6  1  6    8   22.300   10.406  76.667  24.961   0.417 1.000   2.711 786.380   0.041  0.048    2.229    6.012    6.012    0.006  0.009  1.950  1.341  3.924  0.206 3170.863
  1  2  6    8    2.760    0.218  27.600   1.465   0.149 1.244   3.272 412.318   0.074  0.085    3.912    5.997    5.997    0.011  0.009  1.325  4.399  3.312  0.153    0.186
  2  2  6    8    2.760    0.287  27.600   1.934   0.149 1.018   2.849 388.518   0.074  0.085    3.912    5.859    5.859    0.011  0.009  1.583  4.604  3.282  0.162    2.501
  3  2  6    8    2.760    0.000   0.000   0.000   0.149 0.005   5.529 538.832   0.880  0.203   26.626   88.917   88.917    0.022  0.396  0.153  0.450  3.171  0.290    0.000
  4  2  6    8    2.760    0.147  27.525   8.502   0.257 1.065   2.851 384.911   0.074  0.085    3.912    5.890    5.890    0.011  0.009  2.357  4.560  3.283  0.194    1.719
  5  2  6    8    2.760    0.318  27.524   5.650   0.257 1.008   3.156 393.010   0.074  0.085    3.912    5.939    5.939    0.011  0.009  2.207  4.419  3.305  0.205   58.225
  6  2  6    8    2.760    0.543  25.699   8.546   0.257 0.944   2.528 779.306   0.049  0.057    2.633    5.967    5.967    0.007  0.009  1.920  1.325  3.924  0.206   64.936
  1 15  6    8   47.700   43.320  23.377  73.910   0.586 1.005   5.327 413.232   0.462  0.409   18.543    3.521    3.521    0.057  0.005  1.563  5.615  3.202  0.182 1565.649
  2 15  6    8   47.700   43.403  23.377  74.052   0.586 0.957   5.088 389.740   0.462  0.409   18.543    3.436    3.436    0.057  0.005  1.731  5.852  3.186  0.193 2426.501
  3 15  6    8   47.700   38.072  37.489  64.957   0.586 1.626  13.488 537.745   8.857  0.509   98.448   86.461   86.461    0.298  0.371  0.153  0.450  3.171  0.290  670.325
  4 15  6    8   47.700   38.334  43.920  65.403   0.586 1.115   5.089 387.773   0.462  0.409   18.543    3.453    3.453    0.057  0.005  2.579  5.801  3.187  0.223 3713.974
  5 15  6    8   47.700   39.043  43.920  66.613   0.586 1.064   5.263 394.887   0.462  0.409   18.543    3.486    3.486    0.057  0.005  2.423  5.639  3.198  0.237 9692.050
  6 15  6    8   47.700   37.159  43.920  63.399   0.586 0.983   4.395 799.377   0.338  0.320   14.576    3.510    3.510    0.044  0.005  2.227  1.721  3.750  0.236 9925.418
  1 16  6    8   15.900   11.245   0.000   0.469  24.000 1.001   3.446 413.048   0.554  0.468   21.178    3.490    3.490    0.066  0.005  1.415  5.519  3.166  0.182    0.000
  2 16  6    8   15.900   11.257   0.000   0.469  24.000 0.928   3.086 389.556   0.554  0.468   21.178    3.406    3.406    0.066  0.005  1.676  5.750  3.149  0.193    0.000
  3 16  6    8   15.900   11.433   0.000   2.619  24.000 0.928   7.957 537.009   8.916  0.510   99.011   86.243   86.243    0.330  0.369  0.153  0.450  3.171  0.290    0.000
  4 16  6    8   15.900   11.415   0.000   2.007  24.000 1.002   3.087 387.589   0.554  0.468   21.178    3.422    3.422    0.066  0.005  2.497  5.700  3.150  0.223  336.172
  5 16  6    8   15.900   11.396   0.000   1.313  24.000 1.026   3.347 394.703   0.554  0.468   21.178    3.455    3.455    0.066  0.005  2.346  5.543  3.162  0.237  441.613
  6 16  6    8   15.900   10.862   0.000   1.177  24.000 0.953   2.548 806.971   0.405  0.369   16.758    3.482    3.482    0.051  0.005  2.159  1.694  3.717  0.236  441.613
  1 18  6    8   25.300   18.518  38.750  46.602   0.397 1.004   3.444 413.061   0.747  0.582   26.183    3.429    3.429    0.084  0.005  1.276  5.317  3.162  0.182  729.635
  2 18  6    8   25.300   18.546  38.750  46.673   0.397 0.957   3.095 389.569   0.747  0.582   26.183    3.345    3.345    0.084  0.005  1.544  5.537  3.144  0.193 1136.540
  3 18  6    8   25.300   17.889  38.750  45.021   0.397 1.658   7.960 538.432   8.965  0.510   99.528   85.823   85.823    0.383  0.365  0.153  0.450  3.171  0.290  261.335
  4 18  6    8   25.300   17.928  38.750  45.118   0.397 1.096   3.096 387.602   0.747  0.582   26.183    3.362    3.362    0.084  0.005  2.301  5.490  3.144  0.223 1827.496
  5 18  6    8   25.300   18.036  38.750  45.389   0.397 1.055   3.348 394.716   0.747  0.582   26.183    3.395    3.395    0.084  0.005  2.161  5.340  3.158  0.237 4827.805
  6 18  6    8   25.300   17.044  38.750  42.894   0.397 0.976   2.521 822.010   0.546  0.463   20.958    3.426    3.426    0.065  0.005  1.999  1.637  3.708  0.236 4939.894
  1 19  6    8   54.400   51.930  35.111  70.603   0.736 1.003   4.523 413.312   0.801  0.611   27.463    3.400    3.400    0.089  0.005  1.189  5.224  3.151  0.182 1840.370
  2 19  6    8   54.400   51.942  35.111  70.619   0.736 0.956   4.175 389.820   0.801  0.611   27.463    3.316    3.316    0.089  0.005  1.480  5.438  3.132  0.193 2850.224
  3 19  6    8   54.400   51.400  35.111  69.881   0.736 1.609   5.529 539.962   8.971  0.510   99.601   85.608   85.608    0.395  0.363  0.153  0.450  3.171  0.290  841.110
  4 19  6    8   54.400   51.430  30.979  69.923   0.736 1.113   4.175 387.853   0.801  0.611   27.463    3.332    3.332    0.089  0.005  2.206  5.393  3.133  0.228 4622.301
  5 19  6    8   54.400   51.521  30.979  70.046   0.736 1.062   4.426 394.967   0.801  0.611   27.463    3.366    3.366    0.089  0.005  2.071  5.246  3.147  0.240 ********
  6 19  6    8   54.400   51.158  26.649  69.553   0.736 0.982   3.348 826.687   0.586  0.488   22.048    3.399    3.399    0.069  0.005  1.921  1.610  3.708  0.242 ********
  1 28  6    8   18.900    0.155  26.923   1.837   0.085 1.047   3.738 397.018   2.738  1.497   64.170    3.127    3.127    0.286  0.004  0.685  4.245  3.149  0.182    0.088
  2 28  6    8   18.900    0.172  26.923   2.030   0.085 1.001   3.499 373.792   2.738  1.497   64.170    3.048    3.048    0.286  0.004  0.866  4.406  3.122  0.193    1.758
  3 28  6    8   18.900    0.000   0.000   0.000   0.085 0.005   7.956 520.277   9.000  0.510   99.995   83.608   83.608    0.702  0.344  0.153  0.450  3.171  0.290    0.000
  4 28  6    8   18.900    0.104  25.472   8.134   0.191 1.017   3.499 370.283   2.738  1.497   64.170    3.063    3.063    0.286  0.004  1.291  4.372  3.123  0.228    0.675
  5 28  6    8   18.900    0.343  25.472   8.195   0.191 1.002   3.671 377.356   2.738  1.497   64.170    3.094    3.094    0.286  0.004  1.210  4.262  3.142  0.240   64.261
  6 28  6    8   18.900    0.440  25.000   9.329   0.191 0.938   2.810 748.047   2.411  1.334   57.765    3.128    3.128    0.240  0.004  1.126  1.336  3.708  0.242   70.497
  1  1  7    8    0.000    0.000   0.000   0.000   0.000 0.000   3.078 385.080   3.031  1.676   70.995    3.043    3.043    0.345  0.004  0.602  3.983  3.148  0.182    0.000
  2  1  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.609 361.950   3.031  1.676   70.995    2.967    2.967    0.345  0.004  0.762  4.130  3.119  0.193    0.000
  3  1  7    8    0.000    0.000   0.000   0.000   0.000 0.000   7.324 508.113   9.000  0.510   99.998   82.953   82.953    0.771  0.338  0.153  0.450  3.171  0.290    0.000
  4  1  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.610 358.361   3.031  1.676   70.995    2.981    2.981    0.345  0.004  1.136  4.099  3.120  0.228    0.000
  5  1  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.948 365.434   3.031  1.676   70.995    3.012    3.012    0.345  0.004  1.064  3.998  3.140  0.240    0.000
  6  1  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.171 715.674   2.801  1.532   65.512    3.045    3.045    0.296  0.004  0.973  1.258  3.708  0.242    0.000
  1 15  7    8    0.000    0.000   0.000   0.000   0.000 0.000   3.062 341.783   3.479  2.300   92.367    2.746    2.746    0.719  0.004  0.381  2.836  3.166  0.182    0.000
  2 15  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.581 318.654   3.479  2.300   92.367    2.667    2.667    0.719  0.004  0.484  2.935  3.129  0.193    0.000
  3 15  7    8    0.000    0.000   0.000   0.000   0.000 0.000   7.212 463.326   0.580  0.152   19.378   80.151   80.151    0.015  0.313  0.153  0.450  3.171  0.290    0.000
  4 15  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.582 315.065   3.479  2.300   92.367    2.684    2.684    0.719  0.004  0.722  2.913  3.130  0.228    0.000
  5 15  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.929 322.137   3.479  2.300   92.367    2.719    2.719    0.719  0.004  0.673  2.844  3.156  0.240    0.000
  6 15  7    8    0.000    0.000   0.000   0.000   0.000 0.000   2.167 613.147   3.468  2.250   90.837    2.791    2.791    0.668  0.004  0.563  0.895  3.708  0.242    0.000
  1  1  8    8    0.000    0.000   0.000   0.000   0.000 0.000   3.046 282.383   3.499  2.530   98.559    2.479    2.479    1.202  0.003  0.287  1.860  3.187  0.182    0.000
  2  1  8    8    0.000    0.000   0.000   0.000   0.000 0.000   2.553 264.229   3.499  2.524   98.432    2.369    2.369    1.175  0.003  0.368  1.949  3.141  0.193    0.000
  3  1  8    8    0.000    0.000   0.000   0.000   0.000 0.000   7.082 439.407   8.879  0.510   98.654   76.929   76.929    0.308  0.288  0.153  0.450  3.171  0.290    0.000
  4  1  8    8    0.000    0.000   0.000   0.000   0.000 0.000   2.553 265.472   3.499  2.519   98.315    2.385    2.385    1.151  0.003  0.550  1.951  3.142  0.228    0.000
