 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1 24  5    1   14.780    6.101   0.000   0.254  23.980 1.001   6.328 581.140   0.000  0.000    0.000   24.522   24.522    0.000  0.122  0.999  4.126  3.341  0.033    0.000
  2 24  5    1   14.780    5.927   0.000   7.296  23.980 0.928   6.212 576.003   0.000  0.000    0.000   24.521   24.521    0.000  0.122  1.246  4.126  3.342  0.061    0.000
  3 24  5    1   14.780    0.000   0.000   0.000  23.980 0.005   7.861 522.576   8.998  0.510   99.969   52.354   52.354    0.578  0.152  0.153  0.450  3.171  0.150    0.000
  4 24  5    1   14.780    0.000   0.000   0.000   0.000 0.000   7.861 517.361   8.998  0.510   99.969   52.286   52.286    0.578  0.151  0.153  0.450  3.171  0.150    0.000
  5 24  5    1   14.780    0.000   0.000   0.000   0.000 0.000   7.892 517.438   8.999  0.510   99.979   52.471   52.471    0.605  0.152  0.153  0.450  3.216  0.150    0.000
  6 24  5    1   14.780    0.000   0.000   0.000   0.000 0.000   6.402 632.945   8.996  0.510   99.927   52.686   52.686    0.516  0.153  0.149  0.150  3.920  0.150    0.000
  1  1  6    1    3.260    0.000   0.000   0.000   0.000 0.000   5.142 567.053   0.008  0.003    1.167   23.835   23.835    0.001  0.118  0.896  3.694  3.340  0.033    0.000
  2  1  6    1    3.260    0.000   0.000   0.000   0.000 0.000   4.953 562.208   0.008  0.003    1.167   23.835   23.835    0.001  0.118  1.120  3.694  3.331  0.061    0.000
  3  1  6    1    3.260    0.000   0.000   0.000   0.000 0.000   7.857 491.179   0.580  0.152   19.378   50.918   50.918    0.015  0.146  0.153  0.450  3.171  0.150    0.000
  4  1  6    1    3.260    0.000   0.000   0.000   0.000 0.000   7.857 493.834   0.580  0.152   19.378   50.958   50.958    0.015  0.146  0.153  0.450  3.171  0.150    0.000
  5  1  6    1    3.260    0.000   0.000   0.000   0.000 0.000   7.889 493.762   0.580  0.152   19.378   51.224   51.224    0.015  0.147  0.153  0.450  3.216  0.150    0.000
  6  1  6    1    3.260    0.000   0.000   0.000   0.000 0.000   6.400 602.597   0.580  0.152   19.378   51.589   51.589    0.015  0.148  0.149  0.150  3.920  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   8.452 558.555   0.138  0.042   18.061   17.974   17.974    0.014  0.086  1.206  4.487  3.208  0.000    0.000
  2 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   8.434 554.496   0.138  0.042   18.061   17.973   17.973    0.014  0.086  1.246  4.487  3.207  0.000    0.000
  3 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   6.049 488.597   3.786  0.416   64.304   48.648   48.648    0.074  0.136  0.153  0.450  3.171  0.150    0.000
  4 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   6.050 492.434   2.892  0.378   56.042   48.695   48.695    0.059  0.137  0.153  0.450  3.171  0.150    0.000
  5 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   6.469 492.130   2.968  0.382   56.820   49.192   49.192    0.060  0.138  0.153  0.450  3.216  0.150    0.000
  6 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000   5.171 592.451   2.087  0.329   46.798   49.816   49.816    0.045  0.141  0.149  0.150  3.920  0.150    0.000
  1 18  6    1    7.540    0.003  86.667   0.206   0.015 1.199   7.955 559.387   0.202  0.059   24.629   17.707   17.707    0.020  0.085  1.067  4.386  3.206  0.031    0.007
  2 18  6    1    7.540    0.005  86.667   0.326   0.015 1.127   7.912 555.379   0.202  0.059   24.629   17.706   17.706    0.020  0.085  1.121  4.387  3.202  0.037    0.009
  3 18  6    1    7.540    0.000   0.000   0.000   0.015 0.005   7.217 491.772   3.786  0.416   64.304   48.143   48.143    0.074  0.134  0.153  0.450  3.171  0.150    0.000
  4 18  6    1    7.540    0.000   0.000   0.000   0.000 0.000   7.071 495.540   2.892  0.378   56.042   48.190   48.190    0.059  0.134  0.153  0.450  3.171  0.150    0.000
  5 18  6    1    7.540    0.000   0.000   0.000   0.000 0.000   7.283 495.499   2.968  0.382   56.820   48.741   48.741    0.060  0.137  0.153  0.450  3.216  0.150    0.000
  6 18  6    1    7.540    0.000   0.097   0.131   0.015 1.407   5.756 593.296   2.087  0.329   46.798   49.426   49.426    0.045  0.139  0.149  0.150  3.920  0.150    0.000
  1  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   6.869 541.446   1.003  0.218   67.444   16.738   16.738    0.081  0.080  0.437  3.590  3.242  0.031    0.000
  2  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   6.766 538.128   1.003  0.218   67.444   16.738   16.738    0.081  0.080  0.473  3.590  3.224  0.037    0.000
  3  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   5.943 488.597   3.824  0.417   64.619   46.100   46.100    0.074  0.126  0.153  0.450  3.171  0.150    0.000
  4  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   5.945 492.433   2.892  0.378   56.043   46.146   46.146    0.059  0.127  0.153  0.450  3.171  0.150    0.000
  5  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   6.395 492.130   2.998  0.383   57.117   46.928   46.928    0.060  0.129  0.153  0.450  3.216  0.150    0.000
  6  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000   5.119 586.052   2.229  0.339   48.597   47.846   47.846    0.048  0.133  0.149  0.150  3.920  0.150    0.000
  1 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   6.510 482.441   3.736  0.577   97.598   16.037   16.037    0.282  0.076  0.153  2.703  3.274  0.031    0.000
  2 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   6.381 479.124   3.736  0.577   97.598   15.981   15.981    0.282  0.076  0.153  2.713  3.245  0.037    0.000
  3 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   5.854 488.674   0.580  0.152   19.378   43.956   43.956    0.015  0.118  0.153  0.450  3.171  0.150    0.000
  4 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   5.856 492.546   0.580  0.152   19.378   44.001   44.001    0.015  0.118  0.153  0.450  3.171  0.150    0.000
  5 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   6.333 492.249   0.580  0.152   19.378   45.007   45.007    0.015  0.122  0.153  0.450  3.216  0.150    0.000
  6 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000   5.074 582.730   0.580  0.152   19.378   46.166   46.166    0.015  0.126  0.149  0.150  3.920  0.150    0.000
  1 26  7    1   25.250    0.334  49.118   3.510   0.095 1.003   5.917 448.201   4.711  0.806   99.797   15.617   15.617    0.533  0.074  0.153  2.083  3.291  0.072    3.663
  2 26  7    1   25.250    0.380  49.118   3.995   0.095 0.970   5.746 446.402   4.701  0.803   99.785   15.491   15.491    0.528  0.073  0.153  2.102  3.255  0.080    8.303
  3 26  7    1   25.250    0.225  49.118   2.362   0.095 1.466   6.521 509.299   1.689  0.297   41.243   42.272   42.272    0.038  0.112  0.156  0.450  3.171  0.150    3.990
  4 26  7    1   25.250    0.203  49.118   2.139   0.095 1.466   6.533 513.205   1.723  0.300   41.745   42.316   42.316    0.039  0.112  0.172  0.450  3.171  0.150    3.990
  5 26  7    1   25.250    0.099  51.385   1.039   0.095 1.569   6.847 513.308   1.632  0.292   40.378   43.490   43.490    0.037  0.116  0.153  0.450  3.216  0.150    3.783
  6 26  7    1   25.250    0.145  49.118   1.528   0.095 1.440   5.458 600.112   1.246  0.252   33.924   44.834   44.834    0.030  0.121  0.149  0.150  3.920  0.150    3.770
  1  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000   3.960 410.375   4.821  0.879   99.908   15.264   15.264    0.680  0.072  0.153  1.821  3.274  0.072    0.000
  2  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000   3.677 408.578   4.815  0.876   99.902   15.109   15.109    0.673  0.071  0.153  1.846  3.236  0.080    0.000
  3  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000   5.739 488.642   8.629  0.508   96.583   41.153   41.153    0.241  0.108  0.153  0.450  3.171  0.150    0.000
  4  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000   5.740 492.478   8.634  0.508   96.619   41.197   41.197    0.242  0.108  0.153  0.450  3.171  0.150    0.000
  5  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000   6.249 492.221   8.631  0.508   96.601   42.414   42.414    0.242  0.113  0.153  0.450  3.216  0.150    0.000
  6  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000   5.015 582.403   7.745  0.500   90.686   43.965   43.965    0.170  0.118  0.149  0.150  3.920  0.150    0.000
  1  4  8    1   28.860    0.004  20.100   0.081   0.045 1.116   4.472 428.295   4.839  0.898   99.922   15.140   15.140    0.733  0.071  0.153  1.696  3.280  0.072    0.000
  2  4  8    1   28.860    0.007  20.100   0.145   0.045 1.053   4.432 422.341   4.834  0.897   99.919   14.970   14.970    0.729  0.071  0.153  1.719  3.239  0.080    0.000
  3  4  8    1   28.860    0.000   0.000   0.000   0.045 0.005   7.968 514.931   8.639  0.508   96.661   40.713   40.713    0.243  0.107  0.153  0.450  3.171  0.150    0.000
  4  4  8    1   28.860    0.000   0.000   0.000   0.000 0.000   7.969 518.757   8.644  0.508   96.695   40.756   40.756    0.244  0.107  0.153  0.450  3.171  0.150    0.000
  5  4  8    1   28.860    0.000   0.000   0.000   0.000 0.000   8.027 518.458   8.648  0.508   96.731   42.018   42.018    0.244  0.111  0.153  0.450  3.216  0.150    0.000
  6  4  8    1   28.860    0.000   0.000   0.000   0.000 0.000   6.903 608.296   7.759  0.500   90.774   43.616   43.616    0.170  0.117  0.149  0.150  3.920  0.150    0.000
  1 11  8    1   66.590   17.868  58.193  24.185   0.739 1.002   9.621 452.551   4.837  0.929   99.921   14.694   14.694    0.842  0.069  0.153  1.494  3.265  0.130  234.954
  2 11  8    1   66.590   18.086  58.193  24.480   0.739 0.958   9.568 441.459   4.844  0.932   99.927   14.509   14.509    0.855  0.068  0.153  1.506  3.223  0.138  386.228
  3 11  8    1   66.590   10.842  79.697  14.675   0.739 1.524  18.267 548.984   8.996  0.510   99.926   39.423   39.423    0.514  0.102  0.153  0.450  3.171  0.150  145.821
  4 11  8    1   66.590    9.088  79.697  12.300   0.739 1.513  18.268 568.286   8.996  0.510   99.926   39.465   39.465    0.515  0.102  0.153  0.450  3.171  0.150  149.168
  5 11  8    1   66.590    6.814  79.697   9.223   0.739 1.594  18.323 557.883   8.996  0.510   99.926   40.764   40.764    0.515  0.107  0.153  0.450  3.216  0.150  152.628
  6 11  8    1   66.590    5.476  79.697   7.412   0.739 1.547  16.011 671.278   8.958  0.510   99.456   42.563   42.563    0.372  0.113  0.149  0.150  3.920  0.150  129.166
  1 15  8    1    1.650    0.000   0.000   0.000   0.000 0.000   4.259 445.335   4.843  0.941   99.925   14.430   14.430    0.896  0.068  0.153  1.393  3.227  0.130    0.000
  2 15  8    1    1.650    0.000   0.000   0.000   0.000 0.000   4.203 433.915   4.850  0.945   99.931   14.250   14.250    0.912  0.067  0.153  1.402  3.183  0.138    0.000
  3 15  8    1    1.650    0.000   0.000   0.000   0.000 0.000   7.815 534.481   9.000  0.510   99.993   38.676   38.676    0.685  0.100  0.153  0.450  3.171  0.150    0.000
  4 15  8    1    1.650    0.000   0.000   0.000   0.000 0.000   7.815 553.567   9.000  0.510   99.993   38.720   38.720    0.686  0.100  0.153  0.450  3.171  0.150    0.000
  5 15  8    1    1.650    0.000   0.000   0.000   0.000 0.000   7.859 543.157   9.000  0.510   99.993   39.993   39.993    0.685  0.104  0.153  0.450  3.216  0.150    0.000
  6 15  8    1    1.650    0.000   0.000   0.000   0.000 0.000   6.378 647.356   8.997  0.510   99.950   41.746   41.746    0.543  0.110  0.149  0.150  3.920  0.150    0.000
  1 18  8    1  110.300   48.177  37.566  33.305   1.447 1.001  15.591 499.309   4.853  0.947   99.933   14.283   14.283    0.927  0.067  0.153  1.318  3.229  0.143  571.957
  2 18  8    1  110.300   48.140  37.566  33.279   1.447 0.956  15.527 488.068   4.860  0.950   99.938   14.105   14.105    0.943  0.066  0.153  1.326  3.185  0.152  922.567
  3 18  8    1  110.300   46.023  45.825  31.816   1.447 1.469  30.107 589.283   9.000  0.510   99.998   38.238   38.238    0.762  0.098  0.153  0.450  3.171  0.175  495.023
  4 18  8    1  110.300   46.824  46.610  32.369   1.447 1.447  30.108 593.120   9.000  0.510   99.998   38.282   38.282    0.762  0.098  0.153  0.450  3.171  0.180  519.315
  5 18  8    1  110.300   46.461  50.091  32.119   1.447 1.471  30.177 596.158   9.000  0.510   99.998   39.543   39.543    0.762  0.103  0.153  0.450  3.216  0.190  582.355
  6 18  8    1  110.300   44.657  50.091  30.872   1.447 1.328  26.436 743.466   8.999  0.510   99.983   41.282   41.282    0.620  0.108  0.149  0.150  3.920  0.190  584.703
  1 19  8    1   25.220   18.013   0.000   0.751  24.000 1.001   4.254 504.568   4.854  0.949   99.934   14.239   14.239    0.934  0.067  0.153  1.298  3.187  0.143    0.000
  2 19  8    1   25.220   18.932   0.000   5.939  24.000 0.928   4.198 488.068   4.861  0.952   99.939   14.061   14.061    0.950  0.066  0.153  1.306  3.144  0.152    0.000
  3 19  8    1   25.220   20.705   0.000   6.200  24.000 0.928   5.529 589.283   9.000  0.510   99.998   38.104   38.104    0.775  0.098  0.153  0.450  3.171  0.175    0.000
  4 19  8    1   25.220   20.872   0.000   4.413  24.000 0.928   5.529 593.120   9.000  0.510   99.998   38.148   38.148    0.776  0.098  0.153  0.450  3.171  0.180    0.000
  5 19  8    1   25.220   21.272   0.000   6.214  24.000 0.955   5.529 596.158   9.000  0.510   99.998   39.406   39.406    0.775  0.102  0.153  0.450  3.216  0.190    0.000
  6 19  8    1   25.220   20.648   0.000   4.967  24.000 0.880   6.377 760.587   8.999  0.510   99.986   41.141   41.141    0.633  0.108  0.149  0.150  3.920  0.190    0.000
  1 20  8    1    0.000    0.000   0.000   0.000   0.000 0.000   3.264 502.634   4.859  0.951   99.938   14.188   14.188    0.948  0.067  0.153  1.278  3.181  0.143    0.000
  2 20  8    1    0.000    0.028   0.000   5.939  24.000 0.005   2.883 486.144   4.866  0.954   99.943   14.011   14.011    0.964  0.066  0.153  1.285  3.137  0.152    0.000
  3 20  8    1    0.000    0.016   0.000   6.200  24.000 0.005   5.529 586.717   9.000  0.510   99.999   37.953   37.953    0.802  0.097  0.153  0.450  3.171  0.175    0.000
  4 20  8    1    0.000    0.015   0.000   4.413  24.000 0.005   5.529 590.553   9.000  0.510   99.999   37.996   37.996    0.803  0.097  0.153  0.450  3.171  0.180    0.000
  5 20  8    1    0.000    0.013   0.000   6.214  24.000 0.005   5.529 593.589   9.000  0.510   99.999   39.251   39.251    0.803  0.102  0.153  0.450  3.216  0.190    0.000
  6 20  8    1    0.000    0.000   0.000   0.000   0.000 0.000   4.936 754.401   9.000  0.510   99.990   40.981   40.981    0.661  0.107  0.149  0.150  3.920  0.190    0.000
  1 21  8    1    4.430    0.000   0.000   0.000   0.000 0.000   4.253 503.149   4.864  0.954   99.942   14.130   14.130    0.965  0.066  0.153  1.255  3.182  0.143    0.000
  2 21  8    1    4.430    0.030   0.000   0.131   1.334 1.002   4.196 486.664   4.871  0.957   99.946   13.952   13.952    0.981  0.065  0.153  1.263  3.137  0.152    0.000
  3 21  8    1    4.430    0.000   0.000   0.000   1.334 0.005   7.812 586.864   9.000  0.510   99.999   37.788   37.788    0.843  0.097  0.153  0.450  3.171  0.175    0.000
  4 21  8    1    4.430    0.000   0.000   0.000   0.000 0.000   7.812 590.658   9.000  0.510   99.999   37.831   37.831    0.843  0.097  0.153  0.450  3.171  0.180    0.000
  5 21  8    1    4.430    0.000   0.000   0.000   0.000 0.000   7.857 593.692   9.000  0.510   99.999   39.083   39.083    0.843  0.101  0.153  0.450  3.216  0.190    0.000
  6 21  8    1    4.430    0.000   0.000   0.000   0.000 0.000   6.377 750.729   9.000  0.510   99.995   40.794   40.794    0.701  0.107  0.149  0.150  3.920  0.190    0.000
  1 27  8    1   11.890    0.140  33.954 126.505   0.001 1.001   4.199 496.298   4.869  0.958   74.245   46.852   46.852    0.860  0.125  0.153  1.160  3.185  0.215    0.699
  2 27  8    1   11.890    0.146  33.935 131.985   0.001 0.956   4.126 479.712   4.875  0.960   74.248   47.187   47.187    0.874  0.127  0.153  1.167  3.139  0.230    1.124
  3 27  8    1   11.890    0.001  50.000   1.046   0.001 2.766   7.809 574.707   9.000  0.510  100.000   36.794   36.794    1.030  0.094  0.153  0.450  3.171  0.175    0.040
  4 27  8    1   11.890    0.001  50.000   0.662   0.001 2.516   7.809 578.297   9.000  0.510  100.000   36.836   36.836    1.030  0.094  0.153  0.450  3.171  0.180    0.016
  5 27  8    1   11.890    0.000  24.200   0.210   0.001 1.959   7.854 581.320   9.000  0.510  100.000   38.063   38.063    1.030  0.098  0.153  0.450  3.216  0.190    0.003
  6 27  8    1   11.890    0.000  24.200   0.131   0.001 1.850   6.374 723.027   9.000  0.510  100.000   39.720   39.720    0.888  0.103  0.149  0.150  3.920  0.190    0.001
  1  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   4.092 484.499   4.869  0.958   42.120   75.604   75.604    0.701  0.276  0.153  1.108  3.186  0.215    0.000
  2  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   3.991 467.812   4.875  0.960   42.121   76.083   76.083    0.713  0.281  0.153  1.114  3.135  0.230    0.000
  3  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   5.524 558.153   0.580  0.152   19.378   36.000   36.000    0.015  0.091  0.153  0.450  3.171  0.175    0.000
  4  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   5.526 561.742   0.580  0.152   19.378   36.041   36.041    0.015  0.091  0.153  0.450  3.171  0.180    0.000
  5  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   6.081 564.758   0.580  0.152   19.378   37.247   37.247    0.015  0.095  0.153  0.450  3.216  0.190    0.000
  6  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000   4.880 691.724   0.580  0.152   19.378   38.882   38.882    0.015  0.100  0.149  0.150  3.920  0.190    0.000
  1 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   4.273 457.763   4.869  0.958    9.995   88.932   88.932    0.543  0.399  0.153  0.963  3.198  0.215    0.000
  2 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   4.228 440.907   4.875  0.960    9.995   89.301   89.301    0.552  0.406  0.153  0.967  3.144  0.230    0.000
  3 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   5.449 523.081   8.645  0.508   96.704   34.214   34.214    0.244  0.085  0.153  0.450  3.171  0.175    0.000
  4 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   5.450 526.672   8.645  0.508   96.704   34.254   34.254    0.244  0.085  0.153  0.450  3.171  0.180    0.000
  5 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   6.021 529.673   8.645  0.508   96.704   35.417   35.417    0.244  0.089  0.153  0.450  3.216  0.190    0.000
  6 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000   4.841 614.152   8.645  0.508   96.704   37.403   37.403    0.244  0.095  0.149  0.150  3.920  0.190    0.000
  1 24  9    1   23.820    1.611  64.294  28.738   0.056 1.001   4.260 468.662   4.869  0.958    9.995   86.994   86.994    0.543  0.370  0.153  0.892  3.204  0.215    2.287
  2 24  9    1   23.820    1.777  64.294  31.696   0.056 0.970   4.211 450.797   4.875  0.960    9.995   87.396   87.396    0.552  0.376  0.153  0.895  3.148  0.230    5.335
  3 24  9    1   23.820    0.117  68.438   2.085   0.056 1.372   7.790 529.007   8.989  0.510   99.838   33.022   33.022    0.459  0.082  0.153  0.450  3.171  0.175    3.255
  4 24  9    1   23.820    0.106  68.432   1.889   0.056 1.461   7.790 530.356   8.989  0.510   99.838   33.061   33.061    0.459  0.082  0.153  0.450  3.171  0.180    2.728
  5 24  9    1   23.820    0.054  68.400   0.957   0.056 1.612   7.839 533.515   8.989  0.510   99.838   34.250   34.250    0.459  0.085  0.153  0.450  3.216  0.190    1.219
