 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
  2  1  8    6    0.000    0.000   0.000   0.000   0.000 0.000   0.696 677.434   0.000  0.000    0.000    2.954    2.954    0.000  0.012  0.280  0.341  3.500  0.128    0.000
  1  2  8    6   20.050    0.000   0.000   0.000   0.000 0.000   1.630 510.339   3.002  0.690   64.021   29.364   29.364    0.322  0.061  0.175  1.392  3.633  0.073    0.000
  2  2  8    6   20.050    0.890  13.703  22.247   0.197 1.003   0.702 686.619   0.000  0.000    0.000    2.936    2.936    0.000  0.012  0.280  0.341  3.500  0.128    0.039
  1  8  8    6   14.790    0.261  45.600   2.025   0.129 1.096   1.396 507.026   3.002  0.690   27.630   50.329   50.329    0.248  0.129  0.178  1.291  3.617  0.073    0.011
  2  8  8    6   14.790    1.343  43.429  10.419   0.129 1.023   0.695 687.345   0.000  0.000    0.000    2.841    2.841    0.000  0.012  0.280  0.341  3.500  0.128    0.049
  1 15  8    6    0.000    0.000   0.000   0.000   0.000 0.000   1.329 493.105   3.002  0.690    9.435   59.483   59.483    0.211  0.157  0.171  1.179  3.607  0.073    0.000
  2 15  8    6    0.000    0.000   0.000   0.000   0.000 0.000   0.694 682.811   0.000  0.000    0.000    2.748    2.748    0.000  0.011  0.281  0.341  3.500  0.128    0.000
  1 25  8    6   68.560    7.531  16.990   9.831   0.766 1.137   4.149 563.507   3.002  0.690    9.435   56.638   56.638    0.211  0.146  0.166  1.035  3.596  0.073    0.136
  2 25  8    6   68.560   11.228  15.786  14.658   0.766 1.075   0.816 725.876   0.000  0.000    0.000    2.622    2.622    0.000  0.011  0.282  0.342  3.500  0.128    0.254
  1 26  8    6   23.460   15.085   9.573  16.124   0.936 1.107   1.597 568.296   3.002  0.690    9.435   56.320   56.320    0.211  0.144  0.158  1.022  3.568  0.078    0.173
  2 26  8    6   23.460   16.293  10.015  17.416   0.936 1.064   0.706 722.777   0.000  0.000    0.000    2.612    2.612    0.000  0.011  0.282  0.342  3.500  0.128    0.294
  1  1  9    6    0.000    0.000   0.000   0.000   0.000 0.000   1.231 536.819   3.002  0.690    9.435   54.096   54.096    0.211  0.136  0.156  0.952  3.557  0.078    0.000
  2  1  9    6    0.000    0.000   0.000   0.000   0.000 0.000   0.692 706.179   0.000  0.000    0.000    2.539    2.539    0.000  0.011  0.283  0.342  3.500  0.128    0.000
  1  3  9    6   28.210   10.650  25.566  18.938   0.562 1.110   1.803 544.375   3.002  0.690    9.435   53.293   53.293    0.211  0.133  0.157  0.931  3.556  0.082    0.298
  2  3  9    6   28.210   12.454  25.953  22.146   0.562 1.059   0.716 705.602   0.000  0.000    0.000    2.513    2.513    0.000  0.010  0.283  0.342  3.500  0.128    0.556
  1 12  9    6   19.320    0.000   0.000   0.000   0.000 0.000   1.296 531.941   3.002  0.690    9.435   50.349   50.349    0.211  0.122  0.154  0.837  3.541  0.082    0.000
  2 12  9    6   19.320    0.715   7.290   5.552   0.633 1.003   0.694 700.360   0.000  0.000    0.000    2.411    2.411    0.000  0.010  0.284  0.343  3.500  0.128    0.017
  1 15  9    6    0.000    0.000   0.000   0.000   0.000 0.000   1.179 536.836   3.002  0.690    9.435   49.705   49.705    0.211  0.120  0.150  0.805  3.531  0.082    0.000
  2 15  9    6    0.000    0.000   0.000   0.000   0.000 0.000   0.690 698.446   0.000  0.000    0.000    2.389    2.389    0.000  0.010  0.284  0.343  3.500  0.128    0.000
  1 26  9    6   14.240    0.000   0.000   0.000   0.000 0.000   1.193 520.005   3.002  0.690    9.435   47.104   47.104    0.211  0.111  0.150  0.706  3.528  0.082    0.000
  2 26  9    6   14.240    0.157  16.462   6.716   0.115 1.003   0.690 695.193   0.000  0.000    0.000    2.301    2.301    0.000  0.010  0.285  0.343  3.500  0.128    0.008
  1  1 10    6    0.000    0.000   0.000   0.000   0.000 0.000   1.135 508.771   3.002  0.690    9.435   45.908   45.908    0.211  0.107  0.149  0.667  3.523  0.082    0.000
  2  1 10    6    0.000    0.000   0.000   0.000   0.000 0.000   0.689 683.899   0.000  0.000    0.000    2.261    2.261    0.000  0.009  0.285  0.343  3.500  0.128    0.000
  1 13 10    6   20.380    3.819  41.565  14.491   0.264 1.100   1.268 509.952   0.000  0.000    0.000   48.825   48.825    0.000  0.121  0.143  0.615  3.521  0.082    0.152
  2 13 10    6   20.380    6.306  41.565  23.931   0.264 1.048   0.694 671.214   0.000  0.000    0.000    2.202    2.202    0.000  0.009  0.285  0.343  3.500  0.128    0.327
  1 15 10    6    0.000    0.000   0.000   0.000   0.000 0.000   1.154 504.887   0.000  0.000    0.000   48.417   48.417    0.000  0.120  0.141  0.603  3.515  0.082    0.000
  2 15 10    6    0.000    0.000   0.000   0.000   0.000 0.000   0.688 669.344   0.000  0.000    0.000    2.188    2.188    0.000  0.009  0.285  0.343  3.500  0.128    0.000
  1  1 11    6    0.000    0.000   0.000   0.000   0.000 0.000   3.333 502.382   0.000  0.000    0.000   24.401   24.401    0.000  0.047  1.327  4.842  3.976  0.000    0.000
  2  1 11    6    0.000    0.000   0.000   0.000   0.000 0.000   0.688 656.730   0.000  0.000    0.000    2.099    2.099    0.000  0.009  0.286  0.344  3.500  0.128    0.000
  1 10 11    6    8.110    0.000   0.000   0.000   0.000 0.000   3.333 502.886   0.000  0.000    0.000   23.632   23.632    0.000  0.046  1.340  4.908  3.960  0.000    0.000
  2 10 11    6    8.110    0.101  25.100   8.139   0.061 1.003   0.687 652.016   0.000  0.000    0.000    2.060    2.060    0.000  0.009  0.286  0.344  3.500  0.128    0.008
  1 15 11    6    0.000    0.000   0.000   0.000   0.000 0.000   3.087 520.191   0.000  0.000    0.000   23.422   23.422    0.000  0.045  1.157  4.566  3.849  0.000    0.000
  2 15 11    6    0.000    0.000   0.000   0.000   0.000 0.000   0.687 666.617   0.000  0.000    0.000    2.049    2.049    0.000  0.008  0.286  0.344  3.500  0.128    0.000
  1  1 12    6    0.000    0.000   0.000   0.000   0.000 0.000   3.086 507.094   0.000  0.000    0.000   22.573   22.573    0.000  0.043  0.940  3.434  3.848  0.000    0.000
  2  1 12    6    0.000    0.000   0.000   0.000   0.000 0.000   0.687 645.907   0.000  0.000    0.000    2.007    2.007    0.000  0.008  0.287  0.344  3.500  0.128    0.000
  1 15 12    6    0.000    0.000   0.000   0.000   0.000 0.000   3.081 504.233   0.000  0.000    0.000   22.010   22.010    0.000  0.042  0.789  2.682  3.840  0.000    0.000
  2 15 12    6    0.000    0.000   0.000   0.000   0.000 0.000   0.686 637.540   0.000  0.000    0.000    1.978    1.978    0.000  0.008  0.287  0.344  3.500  0.128    0.000
  1 22 12    6    0.000    0.000   0.000   0.000   0.000 0.000   0.001 503.422   0.000  0.000    0.000   21.874   21.874    0.000  0.042  0.134  0.210  3.837  0.000    0.000
  2 22 12    6    0.000    0.219   0.000   1.391   0.773 1.001   0.000 629.251   0.000  0.000    0.000    1.971    1.971    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  1  1    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 448.184   0.000  0.000    0.000   21.871   21.871    0.000  0.042  0.134  0.210  3.837  0.000    0.000
  2  1  1    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 556.176   0.000  0.000    0.000    1.971    1.971    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  7  1    7    0.000    0.695   0.000   0.389   1.787 1.001   0.000 459.482   0.000  0.000    0.000   21.850   21.850    0.000  0.042  0.134  0.210  3.834  0.025    0.000
  2  7  1    7    0.000    1.082   0.000   0.605   1.787 1.001   0.000 557.875   0.000  0.000    0.000    1.970    1.970    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1 10  1    7    4.520    0.000   0.000   0.000   0.000 0.000   0.000 495.084   0.000  0.000    0.000   21.788   21.788    0.000  0.042  0.134  0.210  3.834  0.025    0.000
  2 10  1    7    4.520    0.292   0.194   0.244   5.892 1.003   0.000 602.451   0.000  0.000    0.000    1.967    1.967    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1 15  1    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 471.605   0.000  0.000    0.000   21.731   21.731    0.000  0.041  0.134  0.210  3.827  0.025    0.000
  2 15  1    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 588.561   0.000  0.000    0.000    1.964    1.964    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1 27  1    7    5.290    1.489   0.179   1.590   0.936 1.214   0.000 497.577   0.000  0.000    0.000   21.470   21.470    0.000  0.041  0.134  0.210  3.826  0.039    0.000
  2 27  1    7    5.290    1.987   0.208   2.122   0.936 1.138   0.000 610.991   0.000  0.000    0.000    1.950    1.950    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  1  2    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 496.857   0.000  0.000    0.000   21.300   21.300    0.000  0.040  0.134  0.210  3.814  0.039    0.000
  2  1  2    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 605.092   0.000  0.000    0.000    1.941    1.941    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  2  2    7    0.000    0.648   0.000   0.716   0.905 1.001   0.000 498.272   0.000  0.000    0.000   21.274   21.274    0.000  0.040  0.134  0.210  3.814  0.039    0.000
  2  2  2    7    0.000    1.121   0.000   1.239   0.905 1.001   0.000 604.427   0.000  0.000    0.000    1.940    1.940    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  3  2    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 508.715   0.000  0.000    0.000   21.255   21.255    0.000  0.040  0.134  0.210  3.814  0.039    0.000
  2  3  2    7    0.000    0.021   0.000   0.380   0.275 1.001   0.000 619.132   0.000  0.000    0.000    1.939    1.939    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1 15  2    7    0.000    0.000   0.000   0.000   0.000 0.000   2.879 496.099   0.000  0.000    0.000   20.912   20.912    0.000  0.040  0.441  0.974  3.812  0.039    0.000
  2 15  2    7    0.000    0.000   0.000   0.000   0.000 0.000   0.686 596.805   0.000  0.000    0.000    1.921    1.921    0.000  0.008  0.287  0.344  3.500  0.128    0.000
  1 26  2    7    7.980    0.000   0.000   0.000   0.000 0.000   0.000 487.119   0.000  0.000    0.000   20.824   20.824    0.000  0.039  0.134  0.210  3.810  0.039    0.000
  2 26  2    7    7.980    0.198   0.000   0.197   4.944 1.001   0.000 581.888   0.000  0.000    0.000    1.917    1.917    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  1  3    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 485.863   0.000  0.000    0.000   20.800   20.800    0.000  0.039  0.134  0.210  3.808  0.039    0.000
  2  1  3    7    0.000    0.000   0.000   0.000   0.000 0.000   0.000 580.181   0.000  0.000    0.000    1.916    1.916    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  3  3    7    0.000    5.246   0.000   2.024   2.592 1.001   0.000 486.857   0.000  0.000    0.000   20.781   20.781    0.000  0.039  0.134  0.210  3.808  0.042    0.000
  2  3  3    7    0.000    6.138   0.000   2.368   2.592 1.001   0.000 577.567   0.000  0.000    0.000    1.915    1.915    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  4  3    7    1.640   10.676   0.000   2.631   4.058 1.001   0.000 496.885   0.000  0.000    0.000   20.754   20.754    0.000  0.039  0.134  0.210  3.808  0.045    0.000
  2  4  3    7    1.640   11.057   0.000   2.725   4.058 1.001   0.000 587.319   0.000  0.000    0.000    1.913    1.913    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1 15  3    7    0.000    0.000   0.000   0.000   0.000 0.000   2.492 516.236   0.000  0.000    0.000   20.388   20.388    0.000  0.038  0.375  0.672  3.784  0.045    0.000
  2 15  3    7    0.000    0.000   0.000   0.000   0.000 0.000   0.686 621.164   0.000  0.000    0.000    1.894    1.894    0.000  0.008  0.288  0.344  3.500  0.128    0.000
  1 22  3    7    1.140    0.000   0.000   0.000   0.000 0.000   0.000 509.798   0.000  0.000    0.000   20.246   20.246    0.000  0.038  0.134  0.210  3.780  0.045    0.000
  2 22  3    7    1.140    0.090   0.000   0.350   1.269 1.001   0.000 617.761   0.000  0.000    0.000    1.887    1.887    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1 23  3    7    6.040    1.488   0.000   0.757   1.964 1.001   0.000 517.768   0.000  0.000    0.000   20.231   20.231    0.000  0.038  0.134  0.210  3.780  0.045    0.000
  2 23  3    7    6.040    1.331   0.000   0.678   1.964 1.001   0.006 624.071   0.000  0.000    0.000    1.886    1.886    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1 27  3    7    0.000    0.000   0.000   0.000   0.000 0.000   0.001 516.438   0.000  0.000    0.000   20.188   20.188    0.000  0.038  0.134  0.210  3.773  0.045    0.000
  2 27  3    7    0.000    0.241   0.000   1.394   0.850 1.001   0.001 623.172   0.000  0.000    0.000    1.884    1.884    0.000  0.008  0.134  0.210  3.500  0.128    0.000
  1  1  4    7    0.000    0.000   0.000   0.000   0.000 0.000   2.389 515.490   0.000  0.000    0.000   19.836   19.836    0.000  0.037  0.351  0.558  3.767  0.045    0.000
  2  1  4    7    0.000    0.000   0.000   0.000   0.000 0.000   0.685 622.781   0.000  0.000    0.000    1.866    1.866    0.000  0.008  0.288  0.344  3.500  0.128    0.000
  1  7  4    7   43.050    2.362  25.324   7.158   0.330 1.231   2.699 549.179   0.000  0.000    0.000   19.406   19.406    0.000  0.036  0.348  0.529  3.767  0.061    0.105
  2  7  4    7   43.050    6.343  24.926  19.223   0.330 1.116   0.728 637.516   0.000  0.000    0.000    1.843    1.843    0.000  0.008  0.288  0.344  3.500  0.128    0.212
  1 10  4    7   23.040    0.000   0.000   0.000   0.000 0.000   1.485 564.574   0.000  0.000    0.000   19.156   19.156    0.000  0.036  0.331  0.515  3.724  0.061    0.000
  2 10  4    7   23.040    0.448   7.151   7.320   0.301 1.003   0.693 655.605   0.000  0.000    0.000    1.830    1.830    0.000  0.008  0.288  0.344  3.500  0.128    0.011
  1 15  4    7    0.000    0.000   0.000   0.000   0.000 0.000   1.221 551.176   0.000  0.000    0.000   18.893   18.893    0.000  0.035  0.322  0.494  3.705  0.061    0.000
  2 15  4    7    0.000    0.000   0.000   0.000   0.000 0.000   0.685 642.161   0.000  0.000    0.000    1.816    1.816    0.000  0.007  0.288  0.344  3.500  0.128    0.000
  1 17  4    7   56.510   13.511  17.064  23.267   0.581 1.168   1.892 590.181   0.000  0.000    0.000   18.800   18.800    0.000  0.035  0.321  0.485  3.705  0.087    0.520
  2 17  4    7   56.510   15.188  17.869  26.154   0.581 1.105   0.749 672.823   0.000  0.000    0.000    1.812    1.812    0.000  0.007  0.288  0.344  3.500  0.128    0.833
  1  1  5    7    1.810    0.000   0.000   0.000   0.000 0.000   3.333 587.558   0.000  0.000    0.000    3.196    3.196    0.000  0.005  2.295  5.342  4.001  0.000    0.000
  2  1  5    7    1.810    0.000   0.000   0.000   0.000 0.000   3.333 669.489   0.000  0.000    0.000    0.515    0.515    0.000  0.002  2.547  6.877  4.001  0.000    0.000
  1 15  5    7    0.000    0.000   0.000   0.000   0.000 0.000   2.309 602.404   0.025  0.030    1.363    2.945    2.945    0.004  0.005  1.678  4.265  3.848  0.000    0.000
  2 15  5    7    0.000    0.000   0.000   0.000   0.000 0.000   2.276 683.811   0.025  0.030    1.363    0.495    0.495    0.004  0.002  1.813  5.377  3.829  0.000    0.000
  1 19  5    7   32.950    0.613  48.900   4.566   0.134 1.265   2.339 627.404   0.027  0.032    1.485    2.834    2.834    0.004  0.004  1.577  3.988  3.847  0.053    0.180
  2 19  5    7   32.950    0.714  48.900   5.318   0.134 1.249   2.291 706.854   0.028  0.034    1.549    0.485    0.485    0.004  0.002  1.698  4.980  3.829  0.060    0.278
  1 27  5    7   68.210   23.596  43.053  58.506   0.403 1.172   1.845 657.331   0.059  0.069    3.154    2.647    2.647    0.009  0.004  1.332  3.480  3.796  0.116   10.994
  2 27  5    7   68.210   24.332  43.141  60.331   0.403 1.119   1.699 725.997   0.058  0.067    3.100    0.469    0.469    0.009  0.002  1.420  4.281  3.775  0.125   19.657
  1 28  5    7   86.120   63.717  20.579 114.512   0.556 1.082   1.266 671.689   0.081  0.092    4.236    2.623    2.623    0.012  0.004  1.217  3.423  3.725  0.142   24.000
  2 28  5    7   86.120   63.032  20.579 113.280   0.556 1.047   1.079 742.614   0.080  0.091    4.172    0.467    0.467    0.012  0.002  1.286  4.203  3.700  0.151   50.581
  1  1  6    7    0.000    0.000   0.000   0.000   0.000 0.000   0.719 668.095   0.183  0.192    8.785    2.538    2.538    0.026  0.004  1.009  3.170  3.652  0.142    0.000
  2  1  6    7    0.000    0.000   0.000   0.000   0.000 0.000   0.683 734.190   0.180  0.190    8.680    0.459    0.459    0.025  0.002  1.055  3.864  3.625  0.151    0.000
  1 15  6    7   16.810    0.000   0.000   0.000   0.000 0.000   2.346 658.989   2.455  1.355   58.594    1.447    1.447    0.245  0.002  0.995  4.066  3.663  0.000    0.000
  2 15  6    7   16.810    0.000   0.000   0.000   0.000 0.000   2.329 688.099   2.440  1.348   58.303    0.345    0.345    0.243  0.001  1.043  4.845  3.653  0.000    0.000
  1  1  7    7    0.000    0.000   0.000   0.000   0.000 0.000   1.284 583.402   3.486  2.346   93.613    1.252    1.252    0.775  0.002  0.464  2.554  3.603  0.000    0.000
  2  1  7    7    0.000    0.000   0.000   0.000   0.000 0.000   1.254 590.078   3.486  2.345   93.562    0.321    0.321    0.772  0.001  0.478  2.969  3.592  0.000    0.000
  1 15  7    7    0.000    0.000   0.000   0.000   0.000 0.000   1.122 517.406   3.499  2.519   98.136    1.124    1.124    1.150  0.002  0.356  1.728  3.592  0.000    0.000
  2 15  7    7    0.000    0.000   0.000   0.000   0.000 0.000   1.093 517.868   3.499  2.518   98.128    0.304    0.304    1.149  0.001  0.365  1.976  3.581  0.000    0.000
  1  1  8    7    8.970    0.000   0.000   0.000   0.000 0.000   1.358 509.948   3.500  2.577   99.160    0.976    0.976    1.565  0.001  0.271  1.131  3.555  0.000    0.000
  2  1  8    7    8.970    0.000   0.000   0.000   0.000 0.000   1.354 510.000   3.500  2.577   99.156    0.284    0.284    1.564  0.001  0.275  1.270  3.545  0.000    0.000
  1 15  8    7   13.670    0.000   0.000   0.000   0.000 0.000   1.334 481.539   3.500  2.594   99.347    0.853    0.853    1.964  0.001  0.225  0.786  3.538  0.000    0.000
  2 15  8    7   13.670    0.000   0.000   0.000   0.000 0.000   1.331 481.537   3.500  2.594   99.345    0.265    0.265    1.963  0.001  0.228  0.869  3.528  0.000    0.000
  1  1  9    7   25.120    0.299  39.400   3.350   0.089 1.088   1.698 466.204   3.500  2.597   92.334    1.544    1.544    2.157  0.004  0.210  0.564  3.529  0.049    0.015
  2  1  9    7   25.120    0.402  38.214   4.510   0.089 1.062   1.695 465.695   3.500  2.597   92.332    1.056    1.056    2.156  0.004  0.212  0.614  3.521  0.057    0.022
  1 15  9    7    8.560    0.000   0.000   0.000   0.000 0.000   1.194 452.183   3.500  2.597   76.118    3.629    3.629    2.147  0.014  0.227  0.462  3.517  0.049    0.000
  2 15  9    7    8.560    0.000   0.000   0.000   0.000 0.000   1.192 451.985   3.500  2.597   76.116    3.182    3.182    2.146  0.014  0.229  0.501  3.509  0.057    0.000
  1 19  9    7   20.470    5.496  24.525  17.480   0.314 1.068   1.276 489.231   3.500  2.597   71.484    4.192    4.192    2.144  0.016  0.225  0.438  3.503  0.080    0.278
  2 19  9    7   20.470    5.518  24.525  17.550   0.314 1.048   1.273 488.946   3.500  2.597   71.483    3.755    3.755    2.143  0.016  0.227  0.474  3.500  0.086    0.401
  1  1 10    7    0.000    0.000   0.000   0.000   0.000 0.000   0.722 466.299   3.500  2.597   64.534    5.064    5.064    2.140  0.020  0.225  0.375  3.500  0.080    0.000
  2  1 10    7    0.000    0.000   0.000   0.000   0.000 0.000   0.718 466.187   3.500  2.597   64.533    4.652    4.652    2.139  0.020  0.227  0.404  3.500  0.086    0.000
  1  4 10    7   28.570    5.342  24.378  21.040   0.254 1.056   1.553 499.177   3.500  2.597   64.534    4.991    4.991    2.140  0.020  0.220  0.362  3.500  0.085    0.274
  2  4 10    7   28.570    5.381  24.378  21.196   0.254 1.039   1.548 498.896   3.500  2.597   64.533    4.584    4.584    2.139  0.019  0.221  0.390  3.500  0.091    0.400
  1 15 10    7    0.000    0.000   0.000   0.000   0.000 0.000   0.716 481.439   0.000  0.000    0.000    4.827    4.827    0.000  1.247  0.206  0.318  3.500  0.085    0.000
  2 15 10    7    0.000    0.000   0.000   0.000   0.000 0.000   0.712 481.294   0.000  0.000    0.000    4.433    4.433    0.000  1.247  0.207  0.342  3.500  0.091    0.000
  1 30 10    7   24.000    4.959  53.500  20.398   0.243 1.072   2.109 520.284   0.000  0.000    0.000   92.597   92.597    0.000  1.218  0.134  0.378  3.500  0.085    0.219
  2 30 10    7   24.000    5.107  53.500  21.010   0.243 1.053   2.109 519.391   0.000  0.000    0.000   92.552   92.552    0.000  1.218  0.134  0.406  3.500  0.091    0.305
  1  1 11    7    0.000    0.000   0.000   0.000   0.000 0.000   3.333 521.904   0.000  0.000    0.000   65.500   65.500    0.000  0.514  0.436  2.917  3.976  0.000    0.000
  2  1 11    7    0.000    0.000   0.000   0.000   0.000 0.000   3.333 521.004   0.000  0.000    0.000   65.425   65.425    0.000  0.513  0.441  3.127  3.976  0.000    0.000
  1 15 11    7    0.000    0.000   0.000   0.000   0.000 0.000   3.087 510.379   0.000  0.000    0.000   65.337   65.337    0.000  0.505  0.363  2.455  3.923  0.000    0.000
  2 15 11    7    0.000    0.000   0.000   0.000   0.000 0.000   3.086 509.476   0.000  0.000    0.000   65.263   65.263    0.000  0.504  0.366  2.628  3.920  0.000    0.000
  1  1 12    7    0.000    0.000   0.000   0.000   0.000 0.000   2.907 507.391   0.000  0.000    0.000   65.369   65.369    0.000  0.498  0.284  1.845  3.895  0.000    0.000
  2  1 12    7    0.000    0.000   0.000   0.000   0.000 0.000   2.904 506.490   0.000  0.000    0.000   65.295   65.295    0.000  0.498  0.287  1.973  3.891  0.000    0.000
  1 15 12    7    0.000    0.000   0.000   0.000   0.000 0.000   2.905 501.229   0.000  0.000    0.000   65.630   65.630    0.000  0.496  0.237  1.436  3.895  0.000    0.000
  2 15 12    7    0.000    0.000   0.000   0.000   0.000 0.000   2.902 500.328   0.000  0.000    0.000   65.557   65.557    0.000  0.496  0.239  1.535  3.891  0.000    0.000
  1  1  1    8    0.000    0.000   0.000   0.000   0.000 0.000   0.023 499.894   0.000  0.000    0.000   65.837   65.837    0.000  0.494  0.134  0.210  3.895  0.000    0.000
  2  1  1    8    0.000    0.000   0.000   0.000   0.000 0.000   0.050 498.401   0.000  0.000    0.000   65.764   65.764    0.000  0.494  0.134  0.210  3.891  0.000    0.000
  1 10  1    8    0.000    2.468   0.000   0.648   3.806 1.001   0.000 484.905   0.000  0.000    0.000   66.002   66.002    0.000  0.493  0.134  0.210  3.895  0.030    0.000
  2 10  1    8    0.000    2.362   0.000   0.620   3.806 1.001   0.000 485.539   0.000  0.000    0.000   65.930   65.930    0.000  0.493  0.134  0.210  3.891  0.031    0.000
  1 15  1    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 493.198   0.000  0.000    0.000   65.996   65.996    0.000  0.492  0.171  0.848  3.895  0.030    0.000
  2 15  1    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 493.458   0.000  0.000    0.000   65.924   65.924    0.000  0.492  0.172  0.907  3.891  0.031    0.000
  1  1  2    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 482.466   0.000  0.000    0.000   66.130   66.130    0.000  0.490  0.134  0.210  3.893  0.030    0.000
  2  1  2    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 482.394   0.000  0.000    0.000   66.058   66.058    0.000  0.490  0.134  0.210  3.889  0.031    0.000
  1 15  2    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 461.356   0.000  0.000    0.000   66.309   66.309    0.000  0.489  0.134  0.210  3.893  0.030    0.000
  2 15  2    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 460.516   0.000  0.000    0.000   66.238   66.238    0.000  0.489  0.134  0.210  3.889  0.031    0.000
  1 20  2    8    8.410    3.390   1.131   1.209   2.804 1.324   0.000 480.090   0.000  0.000    0.000   66.209   66.209    0.000  0.487  0.134  0.495  3.893  0.036    0.003
  2 20  2    8    8.410    3.461   1.125   1.234   2.804 1.314   0.000 478.898   0.000  0.000    0.000   66.132   66.132    0.000  0.487  0.134  0.529  3.889  0.038    0.003
  1  1  3    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 485.681   0.000  0.000    0.000   66.239   66.239    0.000  0.486  0.134  0.210  3.878  0.036    0.000
  2  1  3    8    0.000    0.000   0.000   0.000   0.000 0.000   0.000 483.382   0.000  0.000    0.000   66.163   66.163    0.000  0.486  0.134  0.210  3.873  0.038    0.000
  1 15  3    8    0.000    0.000   0.000   0.000   0.000 0.000   2.583 496.801   0.000  0.000    0.000   65.786   65.786    0.000  0.478  0.134  0.375  3.874  0.036    0.000
  2 15  3    8    0.000    0.000   0.000   0.000   0.000 0.000   2.578 495.649   0.000  0.000    0.000   65.709   65.709    0.000  0.478  0.134  0.400  3.869  0.038    0.000
  1  1  4    8    0.000    0.000   0.000   0.000   0.000 0.000   2.575 493.036   0.000  0.000    0.000   65.156   65.156    0.000  0.468  0.134  0.317  3.870  0.036    0.000
  2  1  4    8    0.000    0.000   0.000   0.000   0.000 0.000   2.570 491.909   0.000  0.000    0.000   65.080   65.080    0.000  0.468  0.134  0.338  3.865  0.038    0.000
  1  3  4    8   30.400    1.304  50.769   7.655   0.170 1.326   2.711 523.388   0.000  0.000    0.000   65.061   65.061    0.000  0.467  0.134  0.311  3.864  0.062    0.035
  2  3  4    8   30.400    1.530  50.769   8.983   0.170 1.301   2.709 521.152   0.000  0.000    0.000   64.984   64.984    0.000  0.467  0.134  0.332  3.859  0.070    0.051
  1 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   1.545 527.772   0.000  0.000    0.000   64.244   64.244    0.000  0.456  0.134  0.284  3.802  0.062    0.000
  2 15  4    8    0.000    0.000   0.000   0.000   0.000 0.000   1.542 526.274   0.000  0.000    0.000   64.168   64.168    0.000  0.455  0.134  0.302  3.794  0.070    0.000
  1  1  5    8    0.000    0.000   0.000   0.000   0.000 0.000   1.432 525.135   0.000  0.000    0.000   62.644   62.644    0.000  0.435  0.134  0.260  3.772  0.062    0.000
  2  1  5    8    0.000    0.000   0.000   0.000   0.000 0.000   1.429 523.219   0.000  0.000    0.000   62.568   62.568    0.000  0.435  0.134  0.275  3.764  0.070    0.000
  1 12  5    8   35.100   11.505  34.125  32.149   0.358 1.232   2.363 548.779   0.000  0.000    0.000   60.950   60.950    0.000  0.415  0.134  0.250  3.762  0.096    0.310
  2 12  5    8   35.100   11.566  34.125  32.319   0.358 1.214   2.359 546.566   0.000  0.000    0.000   60.875   60.875    0.000  0.415  0.134  0.264  3.755  0.103    0.406
  1 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   3.333 538.439   0.000  0.000    0.000   39.755   39.755    0.000  0.222  0.854  3.227  3.752  0.000    0.000
  2 15  5    8    0.000    0.000   0.000   0.000   0.000 0.000   1.323 536.375   0.000  0.000    0.000   60.652   60.652    0.000  0.412  0.134  0.261  3.730  0.103    0.000
  1 25  5    8   20.900    0.011  42.500   0.277   0.038 1.400   3.333 569.783   0.000  0.000    0.000   17.447   17.447    0.000  0.083  1.498  3.158  3.967  0.023    0.002
